date,bench,water,origin,sp1,sp2,sp3,sp4,fxn,spp_num,fnc_num,unit,frame,B1_Liv1,B2_Liv2,B1_Bry,B2_Syn,B1,B2,L2,L1,GA,Nostoc,DC,LC,Moss_unk,Mold,Peltula,Funaria,Moss,Volvox,Liv_unk
2016_12_16,1,1,C,0,0,L1,0,L,1,1,37,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,0,L1,0,L,1,1,37,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,B2,0,L2,BBL,3,2,38,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,B2,0,L2,BBL,3,2,38,2,1,4,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,B2,0,L2,BBL,3,2,38,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,B2,0,L2,BBL,3,2,38,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,B2,0,L2,BBL,3,2,38,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,0,0,0,O,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,0,0,0,O,0,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,0,0,0,O,0,0,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,0,0,0,O,0,0,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,0,0,0,O,0,0,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,B2,L1,0,BBL,3,2,40,1,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,B2,L1,0,BBL,3,2,40,2,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,B2,L1,0,BBL,3,2,40,3,0,0,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,B2,L1,0,BBL,3,2,40,4,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,B2,L1,0,BBL,3,2,40,5,0,0,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,B2,L1,0,BBL,3,2,41,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,B2,L1,0,BBL,3,2,41,2,2,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,B2,L1,0,BBL,3,2,41,3,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,B2,L1,0,BBL,3,2,41,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,B2,L1,0,BBL,3,2,41,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,B2,0,L2,BL,2,2,42,1,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,B2,0,L2,BL,2,2,42,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,B2,0,L2,BL,2,2,42,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,B2,0,L2,BL,2,2,42,4,0,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,B2,0,L2,BL,2,2,42,5,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,0,L1,0,L,1,1,43,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,0,L1,0,L,1,1,43,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,0,L1,0,L,1,1,43,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,0,L1,0,L,1,1,43,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,0,L1,0,L,1,1,43,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,B1,B2,L1,L2,BBLL,4,2,44,1,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,B1,B2,L1,L2,BBLL,4,2,44,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,B1,B2,L1,L2,BBLL,4,2,44,3,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,B1,B2,L1,L2,BBLL,4,2,44,4,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,B1,B2,L1,L2,BBLL,4,2,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,0,B2,L1,0,BL,2,2,45,1,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,0,B2,L1,0,BL,2,2,45,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,0,B2,L1,0,BL,2,2,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,0,B2,L1,0,BL,2,2,45,4,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,0,B2,L1,0,BL,2,2,45,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,0,L1,0,BL,2,2,46,1,0,0,0,8,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,0,L1,0,BL,2,2,46,2,0,0,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,0,L1,0,BL,2,2,46,3,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,0,L1,0,BL,2,2,46,4,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,0,L1,0,BL,2,2,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,0,0,L1,L2,LL,2,1,47,1,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,0,0,L1,L2,LL,2,1,47,2,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,0,0,L1,L2,LL,2,1,47,3,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,0,0,L1,L2,LL,2,1,47,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,0,0,L1,L2,LL,2,1,47,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,0,0,L2,L,1,1,48,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,0,0,L2,L,1,1,48,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,0,0,L2,L,1,1,48,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,0,0,L2,L,1,1,48,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,0,0,L2,L,1,1,48,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,0,0,0,O,0,0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,0,0,0,O,0,0,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,0,0,0,O,0,0,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,0,0,0,O,0,0,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,0,0,0,O,0,0,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,B2,L1,0,BL,2,2,50,1,0,0,4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,B2,L1,0,BL,2,2,50,2,0,0,6,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,B2,L1,0,BL,2,2,50,3,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,B2,L1,0,BL,2,2,50,4,0,0,6,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,B2,L1,0,BL,2,2,50,5,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,B1,0,0,0,B,1,1,51,1,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,B1,0,0,0,B,1,1,51,2,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,B1,0,0,0,B,1,1,51,3,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,B1,0,0,0,B,1,1,51,4,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,B1,0,0,0,B,1,1,51,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,B1,B2,0,0,BB,2,1,52,1,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,B1,B2,0,0,BB,2,1,52,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,B1,B2,0,0,BB,2,1,52,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,B1,B2,0,0,BB,2,1,52,4,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,B1,B2,0,0,BB,2,1,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,B2,L1,0,BL,2,2,53,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,B2,L1,0,BL,2,2,53,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,B2,L1,0,BL,2,2,53,3,0,2,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,B2,L1,0,BL,2,2,53,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,B2,L1,0,BL,2,2,53,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,0,L1,0,BL,2,2,54,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,0,L1,0,BL,2,2,54,2,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,0,L1,0,BL,2,2,54,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,0,L1,0,BL,2,2,54,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,0,L1,0,BL,2,2,54,5,4,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,B2,0,0,B,1,1,55,1,0,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,B2,0,0,B,1,1,55,2,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,B2,0,0,B,1,1,55,3,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,B2,0,0,B,1,1,55,4,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,B2,0,0,B,1,1,55,5,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,0,L1,L2,LL,2,1,56,1,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,0,L1,L2,LL,2,1,56,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,0,L1,L2,LL,2,1,56,3,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,0,L1,L2,LL,2,1,56,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,0,L1,L2,LL,2,1,56,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,0,0,L2,L,1,1,57,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,0,0,L2,L,1,1,57,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,0,0,L2,L,1,1,57,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,0,0,L2,L,1,1,57,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,0,0,L2,L,1,1,57,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,0,0,0,B,1,1,58,1,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,0,0,0,B,1,1,58,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,0,0,0,B,1,1,58,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,0,0,0,B,1,1,58,4,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,0,0,0,B,1,1,58,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,B1,0,L1,0,BL,2,2,59,1,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,B1,0,L1,0,BL,2,2,59,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,B1,0,L1,0,BL,2,2,59,3,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,B1,0,L1,0,BL,2,2,59,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,B1,0,L1,0,BL,2,2,59,5,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,0,L1,L2,BLL,3,2,60,1,0,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,0,L1,L2,BLL,3,2,60,2,0,0,0,10,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,0,L1,L2,BLL,3,2,60,3,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,0,L1,L2,BLL,3,2,60,4,0,0,0,3,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,0,L1,L2,BLL,3,2,60,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,B2,0,0,B,1,1,61,1,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,B2,0,0,B,1,1,61,2,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,B2,0,0,B,1,1,61,3,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,B2,0,0,B,1,1,61,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,B2,0,0,B,1,1,61,5,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,0,B2,L1,L2,BLL,3,2,62,1,0,4,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,0,B2,L1,L2,BLL,3,2,62,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,0,B2,L1,L2,BLL,3,2,62,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,0,B2,L1,L2,BLL,3,2,62,4,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,0,B2,L1,L2,BLL,3,2,62,5,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,B2,0,0,B,1,1,63,1,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,B2,0,0,B,1,1,63,2,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,B2,0,0,B,1,1,63,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,B2,0,0,B,1,1,63,4,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,B2,0,0,B,1,1,63,5,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,B2,L1,L2,BBLL,4,2,64,1,0,0,12,2,12,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,B2,L1,L2,BBLL,4,2,64,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,B2,L1,L2,BBLL,4,2,64,3,0,0,4,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,B2,L1,L2,BBLL,4,2,64,4,0,0,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,B2,L1,L2,BBLL,4,2,64,5,0,0,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,B2,L1,L2,BLL,3,2,65,1,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,B2,L1,L2,BLL,3,2,65,2,0,0,6,0,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,B2,L1,L2,BLL,3,2,65,3,0,0,8,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,B2,L1,L2,BLL,3,2,65,4,0,0,3,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,0,B2,L1,L2,BLL,3,2,65,5,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,0,0,L2,BL,2,2,66,1,0,0,0,4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,0,0,L2,BL,2,2,66,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,0,0,L2,BL,2,2,66,3,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,0,0,L2,BL,2,2,66,4,0,0,0,6,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,0,0,L2,BL,2,2,66,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,B2,L1,0,BL,2,2,67,1,0,4,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,B2,L1,0,BL,2,2,67,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,B2,L1,0,BL,2,2,67,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,B2,L1,0,BL,2,2,67,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,B2,L1,0,BL,2,2,67,5,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,0,L1,L2,LL,2,1,68,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,0,L1,L2,LL,2,1,68,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,0,L1,L2,LL,2,1,68,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,0,L1,L2,LL,2,1,68,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,0,L1,L2,LL,2,1,68,5,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,B2,L1,0,BBL,3,2,69,1,0,0,2,6,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,B2,L1,0,BBL,3,2,69,2,0,0,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,B2,L1,0,BBL,3,2,69,3,0,0,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,B2,L1,0,BBL,3,2,69,4,0,0,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,C,B1,B2,L1,0,BBL,3,2,69,5,0,0,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,B2,L1,L2,BLL,3,2,70,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,B2,L1,L2,BLL,3,2,70,2,0,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,B2,L1,L2,BLL,3,2,70,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,B2,L1,L2,BLL,3,2,70,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,O,0,B2,L1,L2,BLL,3,2,70,5,0,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,B1,B2,0,0,BB,2,1,71,1,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,B1,B2,0,0,BB,2,1,71,2,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,B1,B2,0,0,BB,2,1,71,3,0,0,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,B1,B2,0,0,BB,2,1,71,4,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,B1,B2,0,0,BB,2,1,71,5,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,0,L1,L2,BLL,3,2,72,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,0,L1,L2,BLL,3,2,72,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,0,L1,L2,BLL,3,2,72,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,0,L1,L2,BLL,3,2,72,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,0,L1,L2,BLL,3,2,72,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,0,0,0,O,0,0,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,0,0,0,O,0,0,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,0,0,0,O,0,0,73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,0,0,0,O,0,0,73,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,1,C,0,0,0,0,O,0,0,73,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,0,L1,L2,BLL,3,2,74,1,2,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,0,L1,L2,BLL,3,2,74,2,2,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,0,L1,L2,BLL,3,2,74,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,0,L1,L2,BLL,3,2,74,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,B1,0,L1,L2,BLL,3,2,74,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,0,B2,L1,0,BL,2,2,75,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,0,B2,L1,0,BL,2,2,75,2,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,0,B2,L1,0,BL,2,2,75,3,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,0,B2,L1,0,BL,2,2,75,4,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2016_12_16,1,3,O,0,B2,L1,0,BL,2,2,75,5,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
