date,bench,water,origin,sp1,sp2,sp3,sp4,fxn,spp_num,fnc_num,unit,frame,B1_Liv1,B2_Liv2,B1_Bry,B2_Syn,B1,B2,L2,L1,GA,Nostoc,DC,LC,Moss_unk,Mold,Peltula,Funaria,Moss,Volvox,Liv_unk
2017_03_27,1,3,C,B1,B2,L1,L2,BBLL,4,2,101,2,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,B2,L1,L2,BBLL,4,2,101,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,B2,L1,L2,BBLL,4,2,101,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,B2,L1,L2,BBLL,4,2,101,5,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,0,B2,L1,L2,BLL,3,2,102,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,0,B2,L1,L2,BLL,3,2,102,2,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,0,B2,L1,L2,BLL,3,2,102,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,0,B2,L1,L2,BLL,3,2,102,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,0,B2,L1,L2,BLL,3,2,102,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,B2,L1,L2,BBLL,4,2,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,B2,L1,L2,BBLL,4,2,103,2,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,B2,L1,L2,BBLL,4,2,103,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,B2,L1,L2,BBLL,4,2,103,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,B2,L1,L2,BBLL,4,2,103,5,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,0,0,0,B,1,1,104,1,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,0,0,0,B,1,1,104,2,0,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,0,0,0,B,1,1,104,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,0,0,0,B,1,1,104,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,0,0,0,B,1,1,104,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,B2,0,L2,BBL,3,2,105,1,0,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,B2,0,L2,BBL,3,2,105,2,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,B2,0,L2,BBL,3,2,105,3,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,B2,0,L2,BBL,3,2,105,4,0,0,0,10,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,B2,0,L2,BBL,3,2,105,5,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,0,B2,0,L2,BL,2,2,106,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,0,B2,0,L2,BL,2,2,106,2,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,0,B2,0,L2,BL,2,2,106,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,0,B2,0,L2,BL,2,2,106,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,0,B2,0,L2,BL,2,2,106,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,0,L1,L2,BLL,3,2,107,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,0,L1,L2,BLL,3,2,107,2,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,0,L1,L2,BLL,3,2,107,3,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,0,L1,L2,BLL,3,2,107,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,0,L1,L2,BLL,3,2,107,5,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,O,0,B2,L1,L2,BLL,3,2,108,1,0,2,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,O,0,B2,L1,L2,BLL,3,2,108,2,0,0,8,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,O,0,B2,L1,L2,BLL,3,2,108,3,0,0,3,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,O,0,B2,L1,L2,BLL,3,2,108,4,0,0,4,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,O,0,B2,L1,L2,BLL,3,2,108,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,B2,0,L2,BBL,3,2,109,1,0,4,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,B2,0,L2,BBL,3,2,109,2,0,6,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,B2,0,L2,BBL,3,2,109,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,B2,0,L2,BBL,3,2,109,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,B2,0,L2,BBL,3,2,109,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,0,0,L2,BL,2,2,110,1,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,0,0,L2,BL,2,2,110,2,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,0,0,L2,BL,2,2,110,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,0,0,L2,BL,2,2,110,4,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,0,0,L2,BL,2,2,110,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,B2,0,L2,BBL,3,2,111,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,B2,0,L2,BBL,3,2,111,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,B2,0,L2,BBL,3,2,111,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,B2,0,L2,BBL,3,2,111,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,B2,0,L2,BBL,3,2,111,5,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,B2,0,L2,BBL,3,2,112,1,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,B2,0,L2,BBL,3,2,112,2,0,0,5,30,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,B2,0,L2,BBL,3,2,112,3,0,0,3,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,B2,0,L2,BBL,3,2,112,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,B2,0,L2,BBL,3,2,112,5,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,0,0,0,B,1,1,113,1,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,0,0,0,B,1,1,113,2,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,0,0,0,B,1,1,113,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,0,0,0,B,1,1,113,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,0,0,0,B,1,1,113,5,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,0,0,L2,BL,2,2,114,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,0,0,L2,BL,2,2,114,2,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,0,0,L2,BL,2,2,114,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,0,0,L2,BL,2,2,114,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,0,0,L2,BL,2,2,114,5,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,0,B2,L1,0,BL,2,2,115,1,0,0,6,0,6,0,0,30,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,0,B2,L1,0,BL,2,2,115,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,0,B2,L1,0,BL,2,2,115,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,0,B2,L1,0,BL,2,2,115,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,0,B2,L1,0,BL,2,2,115,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,O,B1,0,L1,0,BL,2,2,116,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,O,B1,0,L1,0,BL,2,2,116,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,O,B1,0,L1,0,BL,2,2,116,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,O,B1,0,L1,0,BL,2,2,116,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,O,B1,0,L1,0,BL,2,2,116,5,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,O,B1,B2,0,0,BB,2,1,117,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,O,B1,B2,0,0,BB,2,1,117,2,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,O,B1,B2,0,0,BB,2,1,117,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,O,B1,B2,0,0,BB,2,1,117,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,O,B1,B2,0,0,BB,2,1,117,5,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,B2,L1,0,BBL,3,2,118,1,0,0,10,20,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,B2,L1,0,BBL,3,2,118,2,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,B2,L1,0,BBL,3,2,118,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,B2,L1,0,BBL,3,2,118,4,0,0,5,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,B2,L1,0,BBL,3,2,118,5,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,0,0,0,0,O,0,0,119,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,0,0,0,0,O,0,0,119,2,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,0,0,0,0,O,0,0,119,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,0,0,0,0,O,0,0,119,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,0,0,0,0,O,0,0,119,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,B2,0,L2,BBL,3,2,120,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,B2,0,L2,BBL,3,2,120,2,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,B2,0,L2,BBL,3,2,120,3,0,0,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,B2,0,L2,BBL,3,2,120,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,B2,0,L2,BBL,3,2,120,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,0,B2,0,0,B,1,1,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,0,B2,0,0,B,1,1,121,2,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,0,B2,0,0,B,1,1,121,3,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,0,B2,0,0,B,1,1,121,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,0,B2,0,0,B,1,1,121,5,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,0,L1,0,BL,2,2,122,1,0,0,0,5,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,0,L1,0,BL,2,2,122,2,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,0,L1,0,BL,2,2,122,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,0,L1,0,BL,2,2,122,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,B1,0,L1,0,BL,2,2,122,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,0,0,L1,0,L,1,1,123,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,0,0,L1,0,L,1,1,123,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,0,0,L1,0,L,1,1,123,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,0,0,L1,0,L,1,1,123,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,C,0,0,L1,0,L,1,1,123,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,0,L1,0,BL,2,2,124,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,0,L1,0,BL,2,2,124,2,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,0,L1,0,BL,2,2,124,3,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,0,L1,0,BL,2,2,124,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,1,O,B1,0,L1,0,BL,2,2,124,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,0,0,L1,L2,LL,2,1,125,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,0,0,L1,L2,LL,2,1,125,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,0,0,L1,L2,LL,2,1,125,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,0,0,L1,L2,LL,2,1,125,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,0,0,L1,L2,LL,2,1,125,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,0,0,L2,BL,2,2,126,1,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,0,0,L2,BL,2,2,126,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,0,0,L2,BL,2,2,126,3,0,0,0,10,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,0,0,L2,BL,2,2,126,4,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,0,0,L2,BL,2,2,126,5,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,0,L1,L2,BLL,3,2,127,1,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,0,L1,L2,BLL,3,2,127,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,0,L1,L2,BLL,3,2,127,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,0,L1,L2,BLL,3,2,127,4,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,B1,0,L1,L2,BLL,3,2,127,5,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,0,B2,0,L2,BL,2,2,128,1,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,0,B2,0,L2,BL,2,2,128,2,0,0,6,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,0,B2,0,L2,BL,2,2,128,3,0,0,5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,0,B2,0,L2,BL,2,2,128,4,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,1,3,C,0,B2,0,L2,BL,2,2,128,5,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,C,0,B2,0,L2,BL,2,2,129,1,0,0,1,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,C,0,B2,0,L2,BL,2,2,129,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,C,0,B2,0,L2,BL,2,2,129,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,C,0,B2,0,L2,BL,2,2,129,4,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,C,0,B2,0,L2,BL,2,2,129,5,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,O,0,0,0,0,O,0,0,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,O,0,0,0,0,O,0,0,130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,O,0,0,0,0,O,0,0,130,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,O,0,0,0,0,O,0,0,130,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,O,0,0,0,0,O,0,0,130,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,O,0,0,L1,L2,LL,2,1,131,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,O,0,0,L1,L2,LL,2,1,131,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,O,0,0,L1,L2,LL,2,1,131,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,O,0,0,L1,L2,LL,2,1,131,4,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,O,0,0,L1,L2,LL,2,1,131,5,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,O,B1,B2,0,L2,BBL,3,2,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,O,B1,B2,0,L2,BBL,3,2,132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,O,B1,B2,0,L2,BBL,3,2,132,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,O,B1,B2,0,L2,BBL,3,2,132,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,O,B1,B2,0,L2,BBL,3,2,132,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,C,0,B2,L1,L2,BLL,3,2,133,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,C,0,B2,L1,L2,BLL,3,2,133,2,0,0,10,10,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,C,0,B2,L1,L2,BLL,3,2,133,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,C,0,B2,L1,L2,BLL,3,2,133,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,C,0,B2,L1,L2,BLL,3,2,133,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,C,0,0,0,0,O,0,0,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,C,0,0,0,0,O,0,0,134,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,C,0,0,0,0,O,0,0,134,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,C,0,0,0,0,O,0,0,134,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,C,0,0,0,0,O,0,0,134,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,C,0,0,L1,0,L,1,1,135,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,C,0,0,L1,0,L,1,1,135,2,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,C,0,0,L1,0,L,1,1,135,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,C,0,0,L1,0,L,1,1,135,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,C,0,0,L1,0,L,1,1,135,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,C,B1,0,0,L2,BL,2,2,136,1,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,C,B1,0,0,L2,BL,2,2,136,2,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,C,B1,0,0,L2,BL,2,2,136,3,0,0,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,C,B1,0,0,L2,BL,2,2,136,4,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,C,B1,0,0,L2,BL,2,2,136,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,O,B1,0,L1,L2,BLL,3,2,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,O,B1,0,L1,L2,BLL,3,2,137,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,O,B1,0,L1,L2,BLL,3,2,137,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,O,B1,0,L1,L2,BLL,3,2,137,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,1,O,B1,0,L1,L2,BLL,3,2,137,5,5,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,C,B1,B2,0,L2,BBL,3,2,138,1,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,C,B1,B2,0,L2,BBL,3,2,138,2,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,C,B1,B2,0,L2,BBL,3,2,138,3,0,0,5,10,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,C,B1,B2,0,L2,BBL,3,2,138,4,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,C,B1,B2,0,L2,BBL,3,2,138,5,0,0,5,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,C,0,B2,L1,0,BL,2,2,139,1,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_03_27,2,3,C,0,B2,L1,0,BL,2,2,139,2,0,0,5,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0
